OrderKey|CustomerKey|StoreKey|Order Date|Delivery Date|Currency Code
321502|553247|220|2018-10-20|2018-10-20|EUR
321503|1882945|999999|2018-10-20|2018-10-23|USD
321504|362292|90|2018-10-20|2018-10-20|CAD
321505|1982073|999999|2018-10-20|2018-10-26|USD
321506|1858012|999999|2018-10-20|2018-10-21|USD
321507|1754524|999999|2018-10-20|2018-10-23|USD
321508|1857259|999999|2018-10-20|2018-10-22|USD
321509|2053870|999999|2018-10-20|2018-10-21|USD
321510|213892|999999|2018-10-20|2018-10-22|CAD
321700|1835588|630|2018-10-22|2018-10-22|USD
321701|787822|300|2018-10-22|2018-10-22|EUR
321702|1331409|999999|2018-10-22|2018-10-28|USD
321703|1946200|620|2018-10-22|2018-10-22|USD
321800|2007392|450|2018-10-23|2018-10-23|USD
321801|231663|999999|2018-10-23|2018-10-28|CAD
321802|508976|230|2018-10-23|2018-10-23|EUR
321803|384687|999999|2018-10-23|2018-10-27|CAD
321804|1759800|630|2018-10-23|2018-10-23|USD
321805|1111822|999999|2018-10-23|2018-10-26|GBP
321900|26129|10|2018-10-24|2018-10-24|AUD
321901|1964485|999999|2018-10-24|2018-10-27|USD
321902|611391|130|2018-10-24|2018-10-24|EUR
321903|1250029|999999|2018-10-24|2018-10-25|USD
321904|1709109|999999|2018-10-24|2018-10-25|USD
321905|411768|999999|2018-10-24|2018-10-26|EUR
321906|300254|999999|2018-10-24|2018-10-26|CAD
321907|217568|74|2018-10-24|2018-10-24|CAD
322000|1697294|999999|2018-10-25|2018-10-28|USD
322001|847819|999999|2018-10-25|2018-10-29|EUR
322002|2029173|999999|2018-10-25|2018-10-27|USD
322003|799858|300|2018-10-25|2018-10-25|EUR
322004|1182190|999999|2018-10-25|2018-10-29|GBP
322005|414423|999999|2018-10-25|2018-10-29|EUR
322006|6711|999999|2018-10-25|2018-10-27|AUD
322007|960688|999999|2018-10-25|2018-10-26|GBP
322008|1372792|465|2018-10-25|2018-10-25|USD
322100|1878744|999999|2018-10-26|2018-10-28|USD
322101|1971702|660|2018-10-26|2018-10-26|USD
322102|1017060|999999|2018-10-26|2018-10-31|GBP
322103|1411736|999999|2018-10-26|2018-10-30|USD
322104|1600789|999999|2018-10-26|2018-10-31|USD
322105|774849|999999|2018-10-26|2018-10-28|EUR
322200|486127|999999|2018-10-27|2018-10-29|EUR
322201|158066|50|2018-10-27|2018-10-27|AUD
322202|1268096|999999|2018-10-27|2018-10-29|USD
322203|2075616|450|2018-10-27|2018-10-27|USD
322204|1476525|999999|2018-10-27|2018-10-30|USD
322205|358880|999999|2018-10-27|2018-10-31|CAD
322206|97611|999999|2018-10-27|2018-10-28|AUD
322207|594504|255|2018-10-27|2018-10-27|EUR
322208|2002992|999999|2018-10-27|2018-10-28|USD
322209|662681|999999|2018-10-27|2018-10-29|EUR
322210|496271|270|2018-10-27|2018-10-27|EUR
322400|398100|999999|2018-10-29|2018-11-01|CAD
322401|1526388|999999|2018-10-29|2018-10-31|USD
322402|632752|999999|2018-10-29|2018-11-01|EUR
322403|1041466|380|2018-10-29|2018-10-29|GBP
322500|1824088|630|2018-10-30|2018-10-30|USD
322501|1540657|999999|2018-10-30|2018-11-01|USD
322502|1382478|670|2018-10-30|2018-10-30|USD
322503|562485|999999|2018-10-30|2018-11-01|EUR
322504|1268964|999999|2018-10-30|2018-11-04|USD
322505|261502|999999|2018-10-30|2018-11-02|CAD
322600|1869918|999999|2018-10-31|2018-11-01|USD
322601|273939|90|2018-10-31|2018-10-31|CAD
322602|1294930|999999|2018-10-31|2018-11-05|USD
322603|1939398|999999|2018-10-31|2018-11-07|USD
322604|68000|999999|2018-10-31|2018-11-03|AUD
322605|1226904|999999|2018-10-31|2018-11-03|USD
322606|549350|220|2018-10-31|2018-10-31|EUR
322607|279132|74|2018-10-31|2018-10-31|CAD
322700|1941206|450|2018-11-01|2018-11-01|USD
322701|857866|340|2018-11-01|2018-11-01|EUR
322702|1873894|999999|2018-11-01|2018-11-04|USD
322703|1574732|999999|2018-11-01|2018-11-06|USD
322704|1972044|999999|2018-11-01|2018-11-03|USD
322705|1888089|465|2018-11-01|2018-11-01|USD
322706|1995562|999999|2018-11-01|2018-11-03|USD
322707|852444|999999|2018-11-01|2018-11-03|EUR
322708|1747103|430|2018-11-01|2018-11-01|USD
322800|590077|999999|2018-11-02|2018-11-06|EUR
322801|2058872|999999|2018-11-02|2018-11-07|USD
322802|288239|80|2018-11-02|2018-11-02|CAD
322803|1637149|590|2018-11-02|2018-11-02|USD
322804|1754480|999999|2018-11-02|2018-11-03|USD
322805|1297543|999999|2018-11-02|2018-11-05|USD
322900|1874473|490|2018-11-03|2018-11-03|USD
322901|2013931|585|2018-11-03|2018-11-03|USD
322902|1616180|610|2018-11-03|2018-11-03|USD
322903|293626|90|2018-11-03|2018-11-03|CAD
322904|1403599|999999|2018-11-03|2018-11-05|USD
322905|384389|100|2018-11-03|2018-11-03|CAD
322906|222059|999999|2018-11-03|2018-11-05|CAD
322907|1857564|999999|2018-11-03|2018-11-08|USD
322908|209990|999999|2018-11-03|2018-11-04|CAD
322909|1297932|999999|2018-11-03|2018-11-06|USD
322910|1937077|630|2018-11-03|2018-11-03|USD
323100|1940662|670|2018-11-05|2018-11-05|USD
323101|439771|240|2018-11-05|2018-11-05|EUR
323102|466059|190|2018-11-05|2018-11-05|EUR
323103|438279|220|2018-11-05|2018-11-05|EUR
323200|1912270|999999|2018-11-06|2018-11-09|USD
323201|1714161|630|2018-11-06|2018-11-06|USD
323202|1323675|999999|2018-11-06|2018-11-08|USD
323203|423308|210|2018-11-06|2018-11-06|EUR
323204|116786|999999|2018-11-06|2018-11-08|AUD
323205|426212|999999|2018-11-06|2018-11-07|EUR
323300|1661465|999999|2018-11-07|2018-11-11|USD
323301|1261733|999999|2018-11-07|2018-11-11|USD
323302|1530554|999999|2018-11-07|2018-11-12|USD
323303|330150|999999|2018-11-07|2018-11-10|CAD
323304|370554|999999|2018-11-07|2018-11-08|CAD
323305|523557|999999|2018-11-07|2018-11-08|EUR
323306|585331|270|2018-11-07|2018-11-07|EUR
323307|1422256|999999|2018-11-07|2018-11-12|USD
323400|1887129|999999|2018-11-08|2018-11-11|USD
323401|517307|270|2018-11-08|2018-11-08|EUR
323402|2024100|999999|2018-11-08|2018-11-09|USD
323403|1082214|380|2018-11-08|2018-11-08|GBP
323404|1039486|360|2018-11-08|2018-11-08|GBP
323405|990084|999999|2018-11-08|2018-11-09|GBP
323406|556177|999999|2018-11-08|2018-11-14|EUR
323407|1137219|370|2018-11-08|2018-11-08|GBP
323408|1892644|999999|2018-11-08|2018-11-09|USD
323500|1673286|999999|2018-11-09|2018-11-10|USD
323501|1684746|999999|2018-11-09|2018-11-11|USD
323502|1377333|999999|2018-11-09|2018-11-13|USD
323503|387165|74|2018-11-09|2018-11-09|CAD
323504|856671|999999|2018-11-09|2018-11-14|EUR
323505|532200|999999|2018-11-09|2018-11-11|EUR
323600|1979261|999999|2018-11-10|2018-11-13|USD
323601|1066694|999999|2018-11-10|2018-11-12|GBP
323602|862096|320|2018-11-10|2018-11-10|EUR
323603|1058234|999999|2018-11-10|2018-11-12|GBP
323604|1760212|560|2018-11-10|2018-11-10|USD
323605|258004|999999|2018-11-10|2018-11-14|CAD
323606|1586224|999999|2018-11-10|2018-11-14|USD
323607|488953|999999|2018-11-10|2018-11-12|EUR
323608|1475016|999999|2018-11-10|2018-11-12|USD
323609|1741481|999999|2018-11-10|2018-11-13|USD
323610|2029609|999999|2018-11-10|2018-11-11|USD
323800|447405|200|2018-11-12|2018-11-12|EUR
323801|713864|290|2018-11-12|2018-11-12|EUR
323802|143192|999999|2018-11-12|2018-11-14|AUD
323803|1705832|999999|2018-11-12|2018-11-15|USD
323900|1831927|999999|2018-11-13|2018-11-14|USD
323901|264410|999999|2018-11-13|2018-11-15|CAD
323902|716460|290|2018-11-13|2018-11-13|EUR
323903|1300892|440|2018-11-13|2018-11-13|USD
323904|322020|999999|2018-11-13|2018-11-16|CAD
323905|361606|80|2018-11-13|2018-11-13|CAD
324000|1589641|480|2018-11-14|2018-11-14|USD
324001|1792599|999999|2018-11-14|2018-11-16|USD
324002|848984|330|2018-11-14|2018-11-14|EUR
324003|1275635|999999|2018-11-14|2018-11-15|USD
324004|858246|999999|2018-11-14|2018-11-17|EUR
324005|1390703|999999|2018-11-14|2018-11-21|USD
324006|1637334|999999|2018-11-14|2018-11-15|USD
324007|1662661|999999|2018-11-14|2018-11-17|USD
324100|224447|999999|2018-11-15|2018-11-22|CAD
324101|415246|190|2018-11-15|2018-11-15|EUR
324102|463304|999999|2018-11-15|2018-11-20|EUR
324103|2028309|999999|2018-11-15|2018-11-17|USD
324104|1071018|999999|2018-11-15|2018-11-18|GBP
324105|660017|170|2018-11-15|2018-11-15|EUR
324106|91753|999999|2018-11-15|2018-11-18|AUD
324107|397528|999999|2018-11-15|2018-11-18|CAD
324108|1325674|999999|2018-11-15|2018-11-17|USD
324200|1501475|530|2018-11-16|2018-11-16|USD
324201|1395616|999999|2018-11-16|2018-11-18|USD
324202|1471470|560|2018-11-16|2018-11-16|USD
324203|1693348|999999|2018-11-16|2018-11-18|USD
324204|257169|80|2018-11-16|2018-11-16|CAD
324205|213293|90|2018-11-16|2018-11-16|CAD
324300|935098|999999|2018-11-17|2018-11-20|GBP
324301|1514909|510|2018-11-17|2018-11-17|USD
324302|1571181|480|2018-11-17|2018-11-17|USD
324303|1522076|999999|2018-11-17|2018-11-21|USD
324304|1371427|660|2018-11-17|2018-11-17|USD
324305|1241093|480|2018-11-17|2018-11-17|USD
324306|2009945|430|2018-11-17|2018-11-17|USD
324307|206899|80|2018-11-17|2018-11-17|CAD
324308|1461819|999999|2018-11-17|2018-11-20|USD
324309|1691097|550|2018-11-17|2018-11-17|USD
324310|482406|210|2018-11-17|2018-11-17|EUR
324500|1453249|999999|2018-11-19|2018-11-21|USD
324501|1353843|560|2018-11-19|2018-11-19|USD
324502|2026114|999999|2018-11-19|2018-11-21|USD
324503|915874|420|2018-11-19|2018-11-19|GBP
324600|85561|10|2018-11-20|2018-11-20|AUD
324601|866748|999999|2018-11-20|2018-11-22|EUR
324602|7059|999999|2018-11-20|2018-11-22|AUD
324603|439204|999999|2018-11-20|2018-11-24|EUR
324604|1995761|999999|2018-11-20|2018-11-24|USD
324605|480300|210|2018-11-20|2018-11-20|EUR
324700|906325|999999|2018-11-21|2018-11-22|GBP
324701|1197109|380|2018-11-21|2018-11-21|GBP
324702|1564441|999999|2018-11-21|2018-11-24|USD
324703|1618492|999999|2018-11-21|2018-11-23|USD
324704|865693|340|2018-11-21|2018-11-21|EUR
324705|305600|999999|2018-11-21|2018-11-22|CAD
324706|1864787|500|2018-11-21|2018-11-21|USD
324707|274692|999999|2018-11-21|2018-11-23|CAD
324800|1882349|999999|2018-11-22|2018-11-28|USD
324801|2081221|999999|2018-11-22|2018-11-25|USD
324802|289741|74|2018-11-22|2018-11-22|CAD
324803|2062271|605|2018-11-22|2018-11-22|USD
324804|834724|999999|2018-11-22|2018-11-25|EUR
324805|1941469|999999|2018-11-22|2018-11-26|USD
324806|1043504|999999|2018-11-22|2018-11-26|GBP
324807|1911814|440|2018-11-22|2018-11-22|USD
324900|1968723|999999|2018-11-23|2018-11-27|USD
324901|284445|999999|2018-11-23|2018-11-25|CAD
324902|1496726|510|2018-11-23|2018-11-23|USD
324903|277062|999999|2018-11-23|2018-12-01|CAD
324904|1668233|465|2018-11-23|2018-11-23|USD
324905|1701097|585|2018-11-23|2018-11-23|USD
325000|504995|230|2018-11-24|2018-11-24|EUR
325001|1866503|550|2018-11-24|2018-11-24|USD
325002|2007413|999999|2018-11-24|2018-11-28|USD
325003|250944|999999|2018-11-24|2018-11-26|CAD
325004|1249109|999999|2018-11-24|2018-11-25|USD
325005|250056|999999|2018-11-24|2018-11-27|CAD
325006|1704092|999999|2018-11-24|2018-11-25|USD
325007|556220|190|2018-11-24|2018-11-24|EUR
325008|159642|35|2018-11-24|2018-11-24|AUD
325009|853890|310|2018-11-24|2018-11-24|EUR
325010|1722111|999999|2018-11-24|2018-11-26|USD
325200|1539484|999999|2018-11-26|2018-12-02|USD
325201|261261|999999|2018-11-26|2018-12-02|CAD
325202|1276951|610|2018-11-26|2018-11-26|USD
325203|978042|999999|2018-11-26|2018-11-29|GBP
325300|569794|200|2018-11-27|2018-11-27|EUR
325301|1730398|999999|2018-11-27|2018-11-30|USD
325302|1541666|999999|2018-11-27|2018-12-01|USD
325303|1241860|560|2018-11-27|2018-11-27|USD
325304|880755|999999|2018-11-27|2018-11-30|EUR
325305|464452|190|2018-11-27|2018-11-27|EUR
325400|2089349|999999|2018-11-28|2018-11-29|USD
325401|1736216|590|2018-11-28|2018-11-28|USD
325402|1483842|999999|2018-11-28|2018-11-30|USD
325403|327997|999999|2018-11-28|2018-12-01|CAD
325404|834134|340|2018-11-28|2018-11-28|EUR
325405|374581|999999|2018-11-28|2018-11-29|CAD
325406|340782|999999|2018-11-28|2018-12-02|CAD
325407|21387|10|2018-11-28|2018-11-28|AUD
325500|970204|420|2018-11-29|2018-11-29|GBP
325501|1488015|999999|2018-11-29|2018-11-30|USD
325502|2093741|999999|2018-11-29|2018-12-01|USD
325503|297083|999999|2018-11-29|2018-12-04|CAD
325504|1404905|999999|2018-11-29|2018-12-01|USD
325505|1874403|605|2018-11-29|2018-11-29|USD
325506|1485222|999999|2018-11-29|2018-12-04|USD
325507|1266806|440|2018-11-29|2018-11-29|USD
325600|351994|999999|2018-11-30|2018-12-01|CAD
325601|1708679|650|2018-11-30|2018-11-30|USD
325602|437651|999999|2018-11-30|2018-12-02|EUR
325603|1511436|999999|2018-11-30|2018-12-03|USD
325604|457592|220|2018-11-30|2018-11-30|EUR
325605|258498|999999|2018-11-30|2018-12-06|CAD
325700|1802702|430|2018-12-01|2018-12-01|USD
325701|583988|999999|2018-12-01|2018-12-06|EUR
325702|356459|999999|2018-12-01|2018-12-04|CAD
325703|1256022|590|2018-12-01|2018-12-01|USD
325704|1913550|999999|2018-12-01|2018-12-04|USD
325705|435094|999999|2018-12-01|2018-12-02|EUR
325706|276932|999999|2018-12-01|2018-12-05|CAD
325707|137794|999999|2018-12-01|2018-12-06|AUD
325708|1638518|999999|2018-12-01|2018-12-02|USD
325709|1653398|999999|2018-12-01|2018-12-04|USD
325900|941378|999999|2018-12-03|2018-12-05|GBP
325901|1174187|999999|2018-12-03|2018-12-06|GBP
325902|328878|999999|2018-12-03|2018-12-04|CAD
325903|415859|270|2018-12-03|2018-12-03|EUR
326000|242631|100|2018-12-04|2018-12-04|CAD
326001|802265|999999|2018-12-04|2018-12-08|EUR
326002|445975|999999|2018-12-04|2018-12-08|EUR
326003|1562806|660|2018-12-04|2018-12-04|USD
326004|1352829|440|2018-12-04|2018-12-04|USD
326005|1454940|999999|2018-12-04|2018-12-05|USD
326100|1766270|999999|2018-12-05|2018-12-10|USD
326101|545692|200|2018-12-05|2018-12-05|EUR
326102|110341|60|2018-12-05|2018-12-05|AUD
326103|1363408|999999|2018-12-05|2018-12-06|USD
326104|498899|270|2018-12-05|2018-12-05|EUR
326105|515976|210|2018-12-05|2018-12-05|EUR
326106|1521761|999999|2018-12-05|2018-12-08|USD
326107|70420|999999|2018-12-05|2018-12-08|AUD
326200|1694274|999999|2018-12-06|2018-12-09|USD
326201|372706|100|2018-12-06|2018-12-06|CAD
326202|1391361|590|2018-12-06|2018-12-06|USD
326203|1440639|465|2018-12-06|2018-12-06|USD
326204|1992303|650|2018-12-06|2018-12-06|USD
326205|1631117|999999|2018-12-06|2018-12-07|USD
326206|2064430|999999|2018-12-06|2018-12-09|USD
326207|870997|999999|2018-12-06|2018-12-08|EUR
326300|1229858|999999|2018-12-07|2018-12-09|USD
326301|2080680|999999|2018-12-07|2018-12-10|USD
326302|1934739|999999|2018-12-07|2018-12-11|USD
326303|80295|999999|2018-12-07|2018-12-08|AUD
326304|1626301|999999|2018-12-07|2018-12-11|USD
326305|789532|999999|2018-12-07|2018-12-12|EUR
326400|1276215|999999|2018-12-08|2018-12-10|USD
326401|1693975|999999|2018-12-08|2018-12-10|USD
326402|1750199|999999|2018-12-08|2018-12-10|USD
326403|1468140|999999|2018-12-08|2018-12-10|USD
326404|2018252|999999|2018-12-08|2018-12-12|USD
326405|1863451|999999|2018-12-08|2018-12-10|USD
326406|1269766|999999|2018-12-08|2018-12-11|USD
326407|474197|999999|2018-12-08|2018-12-11|EUR
326408|479330|210|2018-12-08|2018-12-08|EUR
326409|1596669|620|2018-12-08|2018-12-08|USD
326600|1527997|530|2018-12-10|2018-12-10|USD
326601|780854|999999|2018-12-10|2018-12-11|EUR
326602|288880|999999|2018-12-10|2018-12-11|CAD
326603|1857819|540|2018-12-10|2018-12-10|USD
326700|1923646|999999|2018-12-11|2018-12-13|USD
326701|1412125|999999|2018-12-11|2018-12-13|USD
326702|117470|35|2018-12-11|2018-12-11|AUD
326703|1834956|999999|2018-12-11|2018-12-14|USD
326704|1776802|999999|2018-12-11|2018-12-16|USD
326800|1525928|490|2018-12-12|2018-12-12|USD
326801|1062171|370|2018-12-12|2018-12-12|GBP
326802|280075|74|2018-12-12|2018-12-12|CAD
326803|1887401|999999|2018-12-12|2018-12-14|USD
326804|818039|310|2018-12-12|2018-12-12|EUR
326805|383357|74|2018-12-12|2018-12-12|CAD
326806|519936|999999|2018-12-12|2018-12-15|EUR
326807|1900925|999999|2018-12-12|2018-12-13|USD
326900|372379|999999|2018-12-13|2018-12-14|CAD
326901|328674|100|2018-12-13|2018-12-13|CAD
326902|963546|999999|2018-12-13|2018-12-14|GBP
326903|306337|80|2018-12-13|2018-12-13|CAD
326904|836900|999999|2018-12-13|2018-12-16|EUR
326905|1864820|999999|2018-12-13|2018-12-15|USD
326906|903441|360|2018-12-13|2018-12-13|GBP
326907|2334|999999|2018-12-13|2018-12-14|AUD
326908|1283788|510|2018-12-13|2018-12-13|USD
326909|298277|999999|2018-12-13|2018-12-16|CAD
327000|1918030|999999|2018-12-14|2018-12-17|USD
327001|572302|999999|2018-12-14|2018-12-16|EUR
327002|1771263|590|2018-12-14|2018-12-14|USD
327003|472105|999999|2018-12-14|2018-12-16|EUR
327004|1582684|670|2018-12-14|2018-12-14|USD
327005|1179743|370|2018-12-14|2018-12-14|GBP
327006|1654795|480|2018-12-14|2018-12-14|USD
327100|879909|999999|2018-12-15|2018-12-17|EUR
327101|1967562|999999|2018-12-15|2018-12-18|USD
327102|2022640|999999|2018-12-15|2018-12-17|USD
327103|441577|999999|2018-12-15|2018-12-17|EUR
327104|1395300|999999|2018-12-15|2018-12-17|USD
327105|1604366|620|2018-12-15|2018-12-15|USD
327106|1457311|999999|2018-12-15|2018-12-19|USD
327107|2006372|999999|2018-12-15|2018-12-18|USD
327108|1745901|550|2018-12-15|2018-12-15|USD
327109|1960811|999999|2018-12-15|2018-12-16|USD
327110|709353|290|2018-12-15|2018-12-15|EUR
327111|1329172|465|2018-12-15|2018-12-15|USD
327112|91872|999999|2018-12-15|2018-12-19|AUD
327113|1483732|999999|2018-12-15|2018-12-16|USD
327114|1418536|999999|2018-12-15|2018-12-19|USD
327200|1414060|999999|2018-12-16|2018-12-19|USD
327300|211370|999999|2018-12-17|2018-12-22|CAD
327301|399236|74|2018-12-17|2018-12-17|CAD
327302|1984265|999999|2018-12-17|2018-12-25|USD
327303|73156|999999|2018-12-17|2018-12-22|AUD
327304|1502432|999999|2018-12-17|2018-12-20|USD
327305|1306368|450|2018-12-17|2018-12-17|USD
327306|1680987|510|2018-12-17|2018-12-17|USD
327307|1147749|360|2018-12-17|2018-12-17|GBP
327400|1234972|999999|2018-12-18|2018-12-23|USD
327401|422521|190|2018-12-18|2018-12-18|EUR
327402|1470385|999999|2018-12-18|2018-12-20|USD
327403|1532453|480|2018-12-18|2018-12-18|USD
327404|1136523|999999|2018-12-18|2018-12-22|GBP
327405|1098672|390|2018-12-18|2018-12-18|GBP
327406|1455360|999999|2018-12-18|2018-12-20|USD
327407|1594326|999999|2018-12-18|2018-12-21|USD
327408|1021441|999999|2018-12-18|2018-12-24|GBP
327409|480921|999999|2018-12-18|2018-12-20|EUR
327410|580188|999999|2018-12-18|2018-12-22|EUR
327500|1407809|999999|2018-12-19|2018-12-21|USD
327501|367977|100|2018-12-19|2018-12-19|CAD
327502|327857|74|2018-12-19|2018-12-19|CAD
327503|204624|999999|2018-12-19|2018-12-22|CAD
327504|2044955|620|2018-12-19|2018-12-19|USD
327505|344491|999999|2018-12-19|2018-12-20|CAD
327506|1961578|999999|2018-12-19|2018-12-20|USD
327507|310736|90|2018-12-19|2018-12-19|CAD
327508|665757|999999|2018-12-19|2018-12-21|EUR
327509|276246|999999|2018-12-19|2018-12-22|CAD
327510|1651649|510|2018-12-19|2018-12-19|USD
327511|1206573|999999|2018-12-19|2018-12-20|USD
327512|2068045|999999|2018-12-19|2018-12-21|USD
327513|219720|90|2018-12-19|2018-12-19|CAD
327514|554253|999999|2018-12-19|2018-12-24|EUR
327600|2084341|999999|2018-12-20|2018-12-22|USD
327601|1213754|585|2018-12-20|2018-12-20|USD
327602|648183|180|2018-12-20|2018-12-20|EUR
327603|841603|999999|2018-12-20|2018-12-24|EUR
327604|579293|230|2018-12-20|2018-12-20|EUR
327605|475105|999999|2018-12-20|2018-12-23|EUR
327606|1841513|999999|2018-12-20|2018-12-22|USD
327607|1797423|999999|2018-12-20|2018-12-22|USD
327608|226013|999999|2018-12-20|2018-12-24|CAD
327609|769257|999999|2018-12-20|2018-12-22|EUR
327610|540189|200|2018-12-20|2018-12-20|EUR
327611|208051|90|2018-12-20|2018-12-20|CAD
327612|954768|999999|2018-12-20|2018-12-21|GBP
327613|1891501|999999|2018-12-20|2018-12-22|USD
327614|1438335|999999|2018-12-20|2018-12-24|USD
327615|1507139|630|2018-12-20|2018-12-20|USD
327616|1369229|999999|2018-12-20|2018-12-21|USD
327617|1505368|999999|2018-12-20|2018-12-23|USD
327700|2049543|999999|2018-12-21|2018-12-24|USD
327701|242131|999999|2018-12-21|2018-12-23|CAD
327702|920082|999999|2018-12-21|2018-12-24|GBP
327703|332217|999999|2018-12-21|2018-12-27|CAD
327704|570803|230|2018-12-21|2018-12-21|EUR
327705|1817094|540|2018-12-21|2018-12-21|USD
327706|1897251|999999|2018-12-21|2018-12-24|USD
327707|105856|40|2018-12-21|2018-12-21|AUD
327708|1622064|470|2018-12-21|2018-12-21|USD
327709|685457|999999|2018-12-21|2018-12-24|EUR
327710|2029352|999999|2018-12-21|2018-12-23|USD
327711|187131|999999|2018-12-21|2018-12-22|AUD
327712|1575807|999999|2018-12-21|2018-12-26|USD
327800|1235129|999999|2018-12-22|2018-12-27|USD
327801|969582|999999|2018-12-22|2018-12-23|GBP
327802|482221|999999|2018-12-22|2018-12-24|EUR
327803|27539|999999|2018-12-22|2018-12-23|AUD
327804|1920715|430|2018-12-22|2018-12-22|USD
327805|330084|999999|2018-12-22|2018-12-26|CAD
327806|2017769|999999|2018-12-22|2018-12-23|USD
327807|1116334|999999|2018-12-22|2018-12-23|GBP
327808|437165|210|2018-12-22|2018-12-22|EUR
327809|1481599|999999|2018-12-22|2018-12-25|USD
327810|1198127|999999|2018-12-22|2018-12-24|GBP
327811|1783468|585|2018-12-22|2018-12-22|USD
327812|1628618|660|2018-12-22|2018-12-22|USD
327813|1950095|465|2018-12-22|2018-12-22|USD
327814|1318120|999999|2018-12-22|2018-12-28|USD
327815|850765|999999|2018-12-22|2018-12-26|EUR
327816|624125|150|2018-12-22|2018-12-22|EUR
327817|70035|999999|2018-12-22|2018-12-24|AUD
327818|1845434|999999|2018-12-22|2018-12-25|USD
327819|66650|999999|2018-12-22|2018-12-25|AUD
327820|627901|160|2018-12-22|2018-12-22|EUR
327821|1108996|999999|2018-12-22|2018-12-29|GBP
327900|1118455|400|2018-12-23|2018-12-23|GBP
327901|1923984|999999|2018-12-23|2018-12-26|USD
328000|1320727|999999|2018-12-24|2018-12-25|USD
328001|2029401|465|2018-12-24|2018-12-24|USD
328002|1841997|999999|2018-12-24|2018-12-28|USD
328003|1584834|999999|2018-12-24|2018-12-26|USD
328004|96477|999999|2018-12-24|2018-12-26|AUD
328005|1911118|999999|2018-12-24|2018-12-27|USD
328006|1468162|530|2018-12-24|2018-12-24|USD
328007|1753284|999999|2018-12-24|2018-12-28|USD
328008|1746340|999999|2018-12-24|2018-12-25|USD
328009|1674530|999999|2018-12-24|2018-12-27|USD
328010|1585758|500|2018-12-24|2018-12-24|USD
328100|583214|999999|2018-12-25|2018-12-27|EUR
328101|1834410|670|2018-12-25|2018-12-25|USD
328102|1492068|465|2018-12-25|2018-12-25|USD
328103|1524716|999999|2018-12-25|2018-12-26|USD
328104|1472171|500|2018-12-25|2018-12-25|USD
328105|1613261|999999|2018-12-25|2018-12-30|USD
328106|450640|999999|2018-12-25|2018-12-30|EUR
328107|1991274|999999|2018-12-25|2018-12-27|USD
328108|180682|999999|2018-12-25|2018-12-29|AUD
328109|1697968|430|2018-12-25|2018-12-25|USD
328110|1006350|999999|2018-12-25|2018-12-29|GBP
328111|1175223|380|2018-12-25|2018-12-25|GBP
328112|1417520|530|2018-12-25|2018-12-25|USD
328113|1255007|999999|2018-12-25|2018-12-28|USD
328200|2062271|999999|2018-12-26|2018-12-27|USD
328201|1820167|999999|2018-12-26|2018-12-31|USD
328202|1111089|999999|2018-12-26|2018-12-28|GBP
328203|1060836|999999|2018-12-26|2018-12-28|GBP
328204|1650430|999999|2018-12-26|2018-12-28|USD
328205|1815302|610|2018-12-26|2018-12-26|USD
328206|1593637|999999|2018-12-26|2018-12-29|USD
328207|1605885|480|2018-12-26|2018-12-26|USD
328208|2027861|999999|2018-12-26|2018-12-28|USD
328209|214213|999999|2018-12-26|2018-12-29|CAD
328210|1067268|999999|2018-12-26|2019-01-03|GBP
328211|1747832|650|2018-12-26|2018-12-26|USD
328212|1248326|999999|2018-12-26|2018-12-27|USD
328213|2052897|530|2018-12-26|2018-12-26|USD
328214|241933|100|2018-12-26|2018-12-26|CAD
328215|556351|999999|2018-12-26|2018-12-27|EUR
328216|1583560|999999|2018-12-26|2018-12-30|USD
328217|1982683|470|2018-12-26|2018-12-26|USD
328218|961712|999999|2018-12-26|2018-12-30|GBP
328300|1139270|999999|2018-12-27|2018-12-31|GBP
328301|2031318|999999|2018-12-27|2018-12-28|USD
328302|1498783|470|2018-12-27|2018-12-27|USD
328303|1651463|570|2018-12-27|2018-12-27|USD
328304|831488|330|2018-12-27|2018-12-27|EUR
328305|1279762|570|2018-12-27|2018-12-27|USD
328306|2039535|999999|2018-12-27|2019-01-02|USD
328307|830752|999999|2018-12-27|2019-01-02|EUR
328308|1313053|605|2018-12-27|2018-12-27|USD
328309|1118418|380|2018-12-27|2018-12-27|GBP
328310|391620|999999|2018-12-27|2018-12-29|CAD
328311|892715|340|2018-12-27|2018-12-27|EUR
328312|336053|100|2018-12-27|2018-12-27|CAD
328313|999485|999999|2018-12-27|2018-12-28|GBP
328314|1152107|999999|2018-12-27|2018-12-29|GBP
328315|179855|35|2018-12-27|2018-12-27|AUD
328316|487107|999999|2018-12-27|2018-12-31|EUR
328317|1206573|999999|2018-12-27|2018-12-30|USD
328318|1341739|490|2018-12-27|2018-12-27|USD
328319|1898501|480|2018-12-27|2018-12-27|USD
328400|1593637|510|2018-12-28|2018-12-28|USD
328401|1848442|999999|2018-12-28|2018-12-31|USD
328402|813505|999999|2018-12-28|2018-12-30|EUR
328403|335927|80|2018-12-28|2018-12-28|CAD
328404|23387|999999|2018-12-28|2019-01-02|AUD
328405|231035|100|2018-12-28|2018-12-28|CAD
328406|930637|400|2018-12-28|2018-12-28|GBP
328407|866115|999999|2018-12-28|2018-12-30|EUR
