OrderKey|Line Number|ProductKey|Quantity|Unit Price|Net Price|Unit Cost
321207|0|1423|5|189|189|86.91
321300|0|653|5|136|136|62.54
321301|0|1454|2|199|179.1|91.51
321302|0|1004|1|188|163.56|86.45
321302|1|2515|7|3.35|3.35|1.71
321303|0|252|2|360|360|183.54
321304|0|2099|4|257.5|231.75|131.28
321305|0|1585|4|22.89|20.1432|7.58
321305|1|1602|8|179.99|158.3912|82.77
321305|2|2493|4|24.99|24.7401|12.74
321305|3|1640|1|22.89|21.0588|7.58
321305|4|714|5|158|146.94|72.66
321306|0|1631|6|12.66|11.0142|5.82
321307|0|1691|1|5.39|4.6893|2.75
321308|0|1515|2|230|230|105.77
321308|1|1288|1|77.99|77.99|39.76
321400|0|879|2|13|13|6.63
321401|0|1358|3|39.99|39.99|18.39
321401|1|444|1|919|919|304.48
321402|0|429|1|599.9|599.9|275.87
321402|1|1325|1|39.99|39.99|18.39
321402|2|1424|4|200|200|91.97
321403|0|1451|3|268|233.16|123.24
321403|1|1573|1|58.99|58.99|27.13
321403|2|1590|5|22.89|19.9143|7.58
321403|3|1575|8|60.99|60.99|28.05
321404|0|1716|1|70.13|70.13|32.25
321405|0|1660|1|289.99|260.991|96.08
321405|1|1522|1|380|353.4|125.9
321405|2|1865|7|1599.9|1439.91|815.68
321405|3|400|4|758|758|348.58
321405|4|1586|1|12.66|12.66|5.82
321405|5|156|5|469.97|469.97|216.12
321500|0|2514|4|129.99|129.99|43.07
321500|1|1578|1|219|210.24|72.56
321500|2|2119|2|163|163|83.1
321501|0|89|2|149.99|131.9912|49.69
321501|1|1611|3|159.99|140.7912|73.57
321502|0|1562|7|238|226.1|109.45
321503|0|1407|2|16|14.4|8.16
321504|0|433|3|969|969|321.05
321504|1|2072|2|94.99|94.99|48.43
321504|2|458|3|229.9|211.508|117.21
321504|3|1471|2|229|203.81|105.31
321504|4|1513|7|269|239.41|123.7
321504|5|1307|1|68|68|31.27
321504|6|1699|7|6.88|6.192|3.16
321505|0|433|5|969|862.41|321.05
321505|1|146|4|2899.99|2696.9907|960.82
321505|2|1485|2|230|202.4|105.77
321506|0|444|7|919|919|304.48
321506|1|59|2|156|156|79.53
321506|2|171|4|99|87.12|45.53
321506|3|1554|6|298|298|137.04
321506|4|1598|2|57.88|57.88|26.62
321506|5|730|2|136|116.96|62.54
321506|6|1695|6|4.98|4.98|2.54
321507|0|2454|1|29.99|29.99|15.29
321507|1|2505|1|9.99|8.6913|5.09
321507|2|2497|3|9.99|8.6913|5.09
321507|3|1458|1|200|200|91.97
321508|0|2408|1|299.99|299.99|152.94
321508|1|130|1|200|178|101.97
321508|2|1520|1|280|246.4|128.76
321508|3|1473|1|269|258.24|123.7
321509|0|1440|3|189|170.1|86.91
321510|0|1307|1|68|60.52|31.27
321510|1|1484|3|208|208|95.65
321510|2|1532|6|280|249.2|128.76
321700|0|714|1|158|143.78|72.66
321701|0|1686|1|6.99|6.0114|3.56
321702|0|1580|4|219|194.91|72.56
321702|1|2509|2|4.06|4.06|2.07
321703|0|2100|4|1475|1475|488.7
321703|1|1588|3|13.89|13.89|6.39
321800|0|2489|7|14.99|14.99|7.64
321801|0|224|1|599|533.11|275.46
321801|1|415|7|326|326|166.2
321801|2|1623|1|219|203.67|72.56
321801|3|456|2|559|559|257.06
321801|4|1482|1|239|210.32|109.91
321802|0|1433|3|308|308|141.64
321802|1|1601|6|159.99|140.7912|73.57
321803|0|414|2|758|758|348.58
321803|1|1716|2|70.13|70.13|32.25
321803|2|28|2|199.9|179.91|91.93
321803|3|441|2|229.9|206.91|117.21
321804|0|1700|1|8.88|8.0808|4.08
321804|1|1507|3|267|237.63|122.78
319807|0|1078|2|314|310.86|144.4
319807|1|458|6|229.9|229.9|117.21
319807|2|1789|4|43|36.98|21.92
319900|0|454|3|269.9|248.308|137.6
319900|1|10|7|59.99|59.99|30.58
319901|0|1543|8|402|402|133.19
319901|1|484|1|129|116.1|65.77
319901|2|450|3|919|919|304.48
319901|3|452|2|219.95|193.556|112.14
319902|0|593|2|459|413.1|152.08
319903|0|2497|4|9.99|9.99|5.09
319903|1|1738|5|28|24.64|14.28
319904|0|473|8|59|54.28|30.08
319904|1|2459|6|215.62|194.058|71.44
319904|2|1508|2|300|300|137.96
319905|0|1609|3|259.99|233.991|86.14
319906|0|1760|1|94.8|84.372|43.6
319906|1|1244|2|178|178|90.75
319906|2|1767|4|34|34|15.64
319907|0|1503|9|269|239.41|123.7
319907|1|1671|1|4.99|4.99|2.54
319908|0|1451|2|268|265.32|123.24
320000|0|1676|4|8.99|8.2708|4.13
320001|0|1540|1|380|330.6|125.9
320002|0|98|3|120|105.6|55.18
320003|0|1559|3|299|263.12|137.5
320003|1|1590|1|22.89|22.89|7.58
320003|2|384|2|758|667.04|348.58
320004|0|636|7|999|999|459.4
320004|1|53|8|296|296|98.07
320005|0|1695|1|4.98|4.2828|2.54
320005|1|1472|2|239|239|109.91
320100|0|326|3|299|278.07|152.44
320100|1|1382|5|9.99|9.99|5.09
320101|0|557|2|459|459|152.08
320101|1|1063|1|338|304.2|155.43
320101|2|438|4|919|799.53|304.48
320101|3|1707|7|70.13|70.13|32.25
320102|0|2114|2|257.5|257.5|131.28
320103|0|1822|1|32|30.72|16.31
320103|1|504|9|869|869|287.92
320103|2|2084|1|94.99|82.6413|48.43
320103|3|425|1|369|369|188.13
320104|0|2021|3|179.99|161.991|82.77
320105|0|1617|3|57.99|57.99|26.67
320106|0|854|1|129|129|59.32
320107|0|432|3|499.9|439.912|254.86
320108|0|2184|1|445|445|204.64
320108|1|1674|1|6.99|6.0813|3.56
320108|2|548|1|190|176.7|87.37
320109|0|54|4|296|257.52|98.07
320109|1|48|4|149.95|133.4555|76.45
320110|0|307|2|369|324.72|169.69
320110|1|1785|2|43|38.27|21.92
320300|0|1590|2|22.89|19.6854|7.58
320300|1|424|1|269.95|232.157|137.63
320301|0|146|1|2899.99|2551.9912|960.82
320302|0|423|1|599|539.1|275.46
320302|1|928|3|33.99|30.2511|17.33
320302|2|147|3|2899.99|2899.99|960.82
320302|3|1492|10|239|239|109.91
320303|0|1384|2|16.99|16.99|8.66
320400|0|539|5|2295|1973.7|760.38
320401|0|1498|1|300|273|137.96
320402|0|1698|5|6.99|6.291|3.56
320403|0|1611|6|159.99|145.5909|73.57
320403|1|1688|4|8.88|8.88|4.08
320403|2|1631|2|12.66|12.66|5.82
320403|3|1417|3|268|268|123.24
320403|4|706|3|79|69.52|40.28
320404|0|1595|3|22.89|19.9143|7.58
320405|0|1924|1|299.99|299.99|152.94
320405|1|1524|9|330|330|151.76
320500|0|584|2|190|190|62.95
320501|0|1446|4|289|289|132.9
320502|0|1603|1|109.99|95.6913|56.08
320503|0|2346|1|119.99|103.1914|61.17
320503|1|1613|2|109.99|109.99|56.08
320503|2|2515|1|3.35|3.35|1.71
320504|0|2357|1|429.99|399.8907|197.74
320504|1|1429|3|289|289|132.9
320504|2|555|1|229|203.81|116.75
320504|3|1483|2|269|244.79|123.7
320505|0|1444|8|230|207|105.77
320505|1|1639|10|9.99|8.6913|5.09
320505|2|2502|4|9.99|9.99|5.09
320506|0|2513|7|129.99|115.6911|43.07
320506|1|2117|1|745.99|663.9311|343.05
320506|2|153|3|469.97|465.2703|216.12
320507|0|1541|3|299|257.14|137.5
320507|1|1869|3|1818|1563.48|836.03
320507|2|2517|1|3.35|2.9815|1.71
320507|3|1474|6|208|208|95.65
320600|0|1489|2|310|272.8|142.56
320601|0|2146|3|1650|1452|546.68
320601|1|1881|3|999|899.1|509.32
320601|2|488|1|49|44.1|24.98
320602|0|1572|2|57.99|57.99|26.67
320602|1|179|1|119|119|54.72
320602|2|1574|7|59.99|53.3911|27.59
320602|3|2110|1|1475|1342.25|488.7
320603|0|2022|3|139.99|139.99|71.37
320603|1|384|3|758|697.36|348.58
320603|2|495|1|139|132.05|70.87
320603|3|556|1|499|499|254.4
320603|4|407|1|599|599|275.46
320603|5|1511|2|229|212.97|105.31
320603|6|1924|1|299.99|299.99|152.94
320604|0|2493|1|24.99|24.99|12.74
320605|0|74|1|37.95|37.95|17.45
320605|1|1573|2|58.99|58.99|27.13
320605|2|450|1|919|919|304.48
320606|0|447|3|229.9|229.9|117.21
320606|1|1430|5|299|299|137.5
320606|2|1658|7|109.99|97.8911|56.08
320607|0|1438|1|290|287.1|133.36
320608|0|468|1|179|155.73|82.32
320608|1|1474|1|208|208|95.65
320700|0|1597|1|57.88|57.88|26.62
320700|1|2395|8|199.99|179.991|101.96
320701|0|1783|5|43|43|21.92
320702|0|1408|1|529|502.55|175.27
320702|1|622|1|2295|2295|760.38
320702|2|1614|8|259.99|259.99|86.14
320703|0|1579|5|219|192.72|72.56
320703|1|1472|3|239|212.71|109.91
320703|2|2489|1|14.99|14.99|7.64
320703|3|2101|3|877.5|877.5|403.53
320704|0|437|1|499.9|444.911|254.86
320704|1|1652|2|179.99|156.5913|82.77
320704|2|1131|1|328|328|150.84
320704|3|1506|3|288|250.56|132.44
320705|0|1530|3|266|231.42|122.32
320705|1|62|1|181|162.9|83.24
320800|0|1263|7|69.99|69.99|35.68
320801|0|1745|4|109|109|36.11
320801|1|1047|3|338|297.44|155.43
320801|2|152|1|1184.97|1184.97|392.6
320801|3|94|2|67.4|60.66|34.36
320801|4|1339|1|35.99|31.6712|16.55
320801|5|1142|1|391.9|391.9|180.22
320801|6|2086|1|877.5|877.5|403.53
319004|0|1428|2|268|243.88|123.24
319004|1|1739|9|28|26.04|14.28
319004|2|1621|1|12.99|12.99|6.62
319004|3|499|2|99|90.09|50.47
319005|0|521|2|259|259|119.11
319005|1|1663|1|6.89|5.9943|3.17
319005|2|89|4|149.99|149.99|49.69
319100|0|1602|1|179.99|161.991|82.77
319100|1|345|1|699|699|321.44
319101|0|1659|3|259.99|246.9905|86.14
319102|0|1836|1|999|999|509.32
319103|0|214|5|599|539.1|275.46
319103|1|1596|1|12.66|11.7738|5.82
319103|2|450|9|919|919|304.48
319103|3|507|1|259|233.1|119.11
319104|0|1666|1|16.89|16.89|5.6
319105|0|2106|7|877.5|877.5|403.53
319105|1|498|2|129|113.52|65.77
319105|2|465|1|259|235.69|119.11
319105|3|16|1|109.95|94.557|50.56
319106|0|242|3|889|773.43|294.54
319106|1|116|3|169.99|154.6909|86.67
319107|0|2004|2|139.99|139.99|71.37
319107|1|1570|7|398|398|131.87
319107|2|2418|2|73.99|73.99|34.03
319200|0|2114|3|257.5|234.325|131.28
319200|1|1426|2|589|589|195.15
319200|2|1427|2|230|207|105.77
319200|3|445|4|559|559|257.06
319201|0|1390|1|38.99|38.99|17.93
319201|1|1600|2|57.88|51.5132|26.62
319202|0|2511|6|4.06|3.6134|2.07
319202|1|1453|10|258|229.62|118.65
319202|2|1463|2|293|275.42|134.74
319203|0|1322|1|32.99|30.6807|15.17
319203|1|1235|3|838|770.96|385.37
319203|2|1989|1|665.94|586.0272|220.64
319203|3|454|2|269.9|232.114|137.6
319203|4|1491|2|229|229|105.31
319203|5|429|1|599.9|521.913|275.87
319203|6|1588|4|13.89|12.0843|6.39
319204|0|1419|4|258|258|118.65
319204|1|1371|1|32.99|29.691|15.17
319204|2|461|2|819|819|271.35
319205|0|1570|1|398|398|131.87
319205|1|420|3|499.9|444.911|254.86
319206|0|481|4|139|120.93|63.92
319206|1|425|1|369|365.31|188.13
319206|2|1472|2|239|239|109.91
319207|0|1617|3|57.99|50.4513|26.67
319207|1|1110|3|302|268.78|138.88
319207|2|1403|4|47.44|47.44|21.82
319207|3|2500|3|23.72|23.72|12.09
319207|4|2505|1|9.99|9.1908|5.09
319207|5|501|1|59|51.92|30.08
319207|6|1264|1|69.99|60.1914|35.68
319208|0|1579|7|219|219|72.56
319208|1|1639|2|9.99|9.99|5.09
319208|2|490|1|869|790.79|287.92
319208|3|2081|4|179.99|179.99|82.77
319208|4|1539|1|310|310|142.56
319208|5|1541|2|299|275.08|137.5
319300|0|513|1|99|88.11|50.47
319300|1|1504|2|208|183.04|95.65
319302|0|405|1|699|622.11|321.44
319303|0|1655|2|289.99|289.99|96.08
319303|1|2473|7|29.99|26.6911|15.29
319303|2|2510|2|4.06|3.5322|2.07
319303|3|988|2|148|128.76|68.06
319304|0|1413|3|299|272.09|137.5
319304|1|735|9|209|209|69.25
319305|0|369|2|699|699|321.44
319400|0|1958|3|899|773.14|413.42
319400|1|1483|1|269|247.48|123.7
319401|0|2077|6|99.99|85.9914|50.98
319401|1|2109|2|257.5|257.5|131.28
319402|0|1656|1|159.99|150.3906|73.57
319403|0|1061|1|588|588|194.82
319403|1|449|2|349|338.53|160.49
319404|0|424|2|269.95|269.95|137.63
319405|0|1801|9|32|30.08|16.31
319405|1|702|2|79|67.94|40.28
319405|2|1453|1|258|258|118.65
319405|3|709|2|116|116|53.34
319406|0|1625|2|219|219|72.56
319407|0|55|2|296|290.08|98.07
319407|1|1420|1|199|177.11|91.51
319407|2|459|2|269.9|237.512|137.6
319407|3|1449|3|300|300|137.96
319407|4|1469|7|200|178|91.97
319407|5|579|2|229|229|116.75
319407|6|1068|2|427|427|141.47
319408|0|877|2|129.95|119.554|43.06
319408|1|2114|7|257.5|257.5|131.28
319408|2|584|3|190|174.8|62.95
319408|3|342|6|599|533.11|275.46
319409|0|333|3|319|306.24|162.64
319409|1|630|2|251|251|115.43
319409|2|1458|4|200|192|91.97
319410|0|1689|2|4.98|4.482|2.54
319410|1|1458|1|200|200|91.97
319410|2|438|8|919|790.34|304.48
319410|3|1796|1|43|36.98|21.92
319600|0|1322|1|32.99|30.3508|15.17
319601|0|1989|3|665.94|586.0272|220.64
319602|0|1463|4|293|293|134.74
319602|1|2402|2|199.99|199.99|101.96
319602|2|1680|3|6.99|6.7104|3.56
319603|0|1654|1|259.99|231.3911|86.14
319603|1|22|8|134|117.92|61.62
319604|0|156|1|469.97|418.2733|216.12
319604|1|400|3|758|758|348.58
319700|0|1653|2|109.99|100.0909|56.08
319701|0|574|1|109|94.83|55.57
319701|1|2204|3|79.95|79.95|40.76
319702|0|1862|3|2652.9|2361.081|878.96
319702|1|1468|1|189|189|86.91
319703|0|68|3|25.69|25.69|13.1
319704|0|736|3|118|118|54.26
319704|1|1716|3|70.13|69.4287|32.25
319705|0|1484|7|208|208|95.65
319800|0|423|3|599|599|275.46
319800|1|453|4|229.9|200.013|117.21
319800|2|149|3|1184.97|1184.97|392.6
319801|0|1421|4|290|287.1|133.36
319801|1|1652|1|179.99|179.99|82.77
319801|2|2502|1|9.99|8.6913|5.09
319801|3|875|1|129.95|120.8535|43.06
319801|4|1613|2|109.99|109.99|56.08
319802|0|417|3|599|599|275.46
319802|1|1647|5|179.99|174.5903|82.77
319802|2|349|6|383|383|195.26
319802|3|190|5|56.9|53.486|29.01
319802|4|616|6|499|494.01|254.4
319803|0|1669|6|6.89|5.9943|3.17
319804|0|666|4|163|163|74.96
319805|0|1466|4|290|269.7|133.36
319805|1|203|4|799|743.07|264.72
319805|2|67|3|25.69|23.121|13.1
319806|0|695|1|163|163|74.96
319806|1|419|3|369|369|188.13
319806|2|493|4|259|259|119.11
318007|3|528|2|819|737.1|271.35
318007|4|1526|2|238|218.96|109.45
318007|5|96|4|67.4|58.638|34.36
318007|6|1586|3|12.66|11.2674|5.82
318008|0|153|3|469.97|408.8739|216.12
318008|1|443|4|349|349|160.49
318008|2|1803|4|32|28.16|16.31
318009|0|1609|4|259.99|231.3911|86.14
318009|1|1366|6|32.99|32.99|15.17
318009|2|448|3|269.9|232.114|137.6
318009|3|2511|4|4.06|4.0194|2.07
318010|0|314|1|309|268.83|157.54
318010|1|234|3|689|689|316.85
318010|2|1435|1|293|293|134.74
318011|0|1451|7|268|238.52|123.24
318200|0|396|2|1299|1299|430.38
318200|1|1727|2|56|51.52|25.75
318200|2|2092|1|791|696.08|363.75
318200|3|2000|4|94.99|86.4409|48.43
318201|0|2180|1|149|149|75.96
318202|0|1655|1|289.99|252.2913|96.08
318203|0|425|8|369|321.03|188.13
318203|1|1727|1|56|56|25.75
318203|2|359|1|368|368|187.62
318204|0|2507|2|4.74|4.1712|2.42
318300|0|1427|4|230|204.7|105.77
318300|1|2512|1|129.99|116.991|43.07
318301|0|312|2|259|246.05|132.05
318301|1|1657|8|179.99|165.5908|82.77
318301|2|1531|2|389|342.32|128.88
318302|0|1457|1|189|189|86.91
318302|1|1372|2|35.99|33.1108|16.55
318302|2|1631|6|12.66|12.66|5.82
318303|0|2051|1|179.99|158.3912|82.77
318304|0|2094|1|257.5|224.025|131.28
318304|1|147|10|2899.99|2899.99|960.82
318304|2|1623|5|219|199.29|72.56
318304|3|1361|2|49.99|43.9912|16.56
318304|4|391|6|699|622.11|321.44
318304|5|1680|3|6.99|6.0813|3.56
318304|6|2235|6|101.99|88.7313|52
318305|0|722|4|229|206.1|75.87
318400|0|1575|1|60.99|60.99|28.05
318400|1|1545|6|268|268|123.24
318401|0|1404|4|32.99|32.99|15.17
318401|1|1512|1|239|210.32|109.91
318401|2|2488|3|14.99|14.99|7.64
318401|3|1114|3|334|334|153.59
318402|0|1656|1|159.99|140.7912|73.57
318402|1|1853|3|1989.9|1771.011|915.08
318402|2|364|3|382.95|382.95|195.24
318403|0|1646|7|159.99|143.991|73.57
318404|0|2515|2|3.35|3.35|1.71
318405|0|1772|2|34|34|17.33
318405|1|427|7|469|426.79|215.68
318406|0|1449|6|300|300|137.96
318406|1|1454|1|199|173.13|91.51
318407|0|309|1|499|499|229.47
318500|0|421|1|469|436.17|215.68
318500|1|1435|4|293|293|134.74
318500|2|1549|2|389|389|128.88
318501|0|1261|1|36.99|36.99|18.86
318501|1|1386|4|26.99|26.99|12.41
318501|2|430|4|269.95|240.2555|137.63
318501|3|610|4|109|109|55.57
318502|0|1058|3|312|312|143.48
318502|1|1516|2|288|250.56|132.44
318502|2|615|3|229|208.39|116.75
318503|0|941|2|41.99|41.99|21.41
318504|0|665|2|102|88.74|52
318505|0|2502|5|9.99|8.991|5.09
318505|1|57|1|156|156|79.53
318506|0|1610|3|289.99|289.99|96.08
318507|0|1654|7|259.99|257.3901|86.14
318507|1|1620|2|60.99|60.99|28.05
318507|2|1543|6|402|345.72|133.19
318507|3|340|8|819|819|376.63
318508|0|475|1|819|819|271.35
318600|0|32|2|255|226.95|84.49
318600|2|1619|7|59.99|59.99|27.59
318600|3|1393|1|46.99|46.99|15.57
318601|0|366|2|758|758|348.58
318602|0|1733|1|22.788|20.0534|11.62
318602|1|1813|5|32|30.4|16.31
318602|2|2399|3|429.99|395.5908|197.74
318603|0|1426|3|589|512.43|195.15
318603|1|1682|7|8.99|8.0011|4.13
318604|0|1588|1|13.89|12.2232|6.39
318605|0|1694|1|8.88|7.7256|4.08
318700|0|1586|2|12.66|11.5206|5.82
318700|1|1676|4|8.99|8.2708|4.13
318700|2|1421|1|290|266.8|133.36
318701|0|1413|1|299|275.08|137.5
318701|1|324|6|500|500|229.93
318701|2|1583|1|13.89|12.501|6.39
318702|0|1605|2|289.99|255.1912|96.08
318702|1|1059|4|338|338|155.43
318702|2|85|1|99.99|91.9908|45.98
318703|0|1440|1|189|168.21|86.91
318704|0|1526|3|238|209.44|109.45
318705|0|1689|2|4.98|4.98|2.54
318706|0|1609|1|259.99|246.9905|86.14
318706|1|136|1|349.95|321.954|160.93
318707|0|1546|2|302|274.82|100.06
318707|1|1441|2|200|196|91.97
318707|2|419|2|369|328.41|188.13
318707|3|1249|5|49.99|47.9904|25.49
318707|4|1585|1|22.89|21.7455|7.58
318707|5|325|2|499|444.11|229.47
318707|6|1578|9|219|192.72|72.56
318708|0|469|8|99|99|50.47
318708|1|2291|4|101.99|90.7711|52
318708|2|437|1|499.9|459.908|254.86
318709|0|2161|1|163|153.22|83.1
318709|1|1454|1|199|173.13|91.51
318710|0|442|4|269.9|269.9|137.6
318710|1|1592|7|17.99|16.3709|8.27
318710|2|1614|2|259.99|259.99|86.14
318900|0|2508|2|4.74|4.1712|2.42
318900|1|504|2|869|851.62|287.92
318900|2|1607|5|179.99|163.7909|82.77
318901|0|554|1|999|959.04|459.4
318901|1|1878|2|1989|1730.43|914.67
318902|0|1893|1|1989|1770.21|914.67
318902|1|1431|3|256|227.84|117.73
318902|2|1675|1|6.89|6.0632|3.17
318902|3|425|1|369|361.62|188.13
318903|0|1677|3|4.99|4.7405|2.54
318903|1|1370|1|47.44|41.2728|21.82
318903|2|755|3|25.5|25.5|13
318903|3|863|6|50.99|46.4009|23.45
318903|4|1486|3|288|259.2|132.44
318903|5|1536|1|298|298|137.04
318904|0|109|2|132.99|118.3611|61.16
319000|0|1814|1|32|28.8|16.31
319001|0|136|4|349.95|314.955|160.93
319001|1|869|2|69.99|69.99|32.19
319001|2|448|3|269.9|237.512|137.6
319002|0|185|2|169|169|55.99
319002|1|440|6|219.95|219.95|112.14
319002|2|1427|2|230|230|105.77
319003|0|1437|5|199|199|91.51
317205|0|645|5|209|183.92|69.25
317300|0|182|1|119|119|54.72
317300|1|1743|1|28|25.48|14.28
317300|2|1448|3|256|240.64|117.73
317300|3|457|2|219.95|193.556|112.14
317301|0|2356|5|459.99|459.99|211.53
317301|1|1455|4|290|252.3|133.36
317301|2|87|1|99.99|93.9906|45.98
317302|0|1334|5|35.99|35.99|16.55
317302|1|643|3|169|150.41|77.72
317303|0|1425|9|529|529|175.27
317303|1|1469|3|200|180|91.97
317303|2|1553|5|268|268|123.24
317304|0|906|2|75.99|75.99|38.74
317304|1|2500|1|23.72|22.0596|12.09
317304|2|495|7|139|126.49|70.87
317305|0|73|5|47.95|41.237|22.05
317306|0|449|1|349|310.61|160.49
317307|0|1425|1|529|460.23|175.27
317307|1|53|1|296|293.04|98.07
317307|2|1504|1|208|208|95.65
317308|0|1272|1|6.95|6.394|3.54
317308|1|690|1|228|196.08|75.54
317308|2|447|4|229.9|229.9|117.21
317309|0|1705|2|6.88|6.4672|3.16
317309|1|918|1|179|179|59.31
317310|0|728|3|196|196|90.13
317310|1|1468|7|189|166.32|86.91
317310|2|2499|1|23.72|20.8736|12.09
317311|0|1396|6|22.99|20.9209|10.57
317311|1|2515|1|3.35|3.35|1.71
317500|0|21|3|134|121.94|61.62
317500|2|429|1|599.9|539.91|275.87
317501|0|1528|2|302|268.78|100.06
317501|1|104|1|115|103.5|52.88
317501|2|1680|1|6.99|6.2211|3.56
317501|3|1876|4|999|889.11|509.32
317501|4|2507|3|4.74|4.74|2.42
317502|0|8|2|59.99|55.7907|30.58
317503|0|1421|6|290|263.9|133.36
317503|1|325|8|499|469.06|229.47
317503|2|1648|2|109.99|97.8911|56.08
317503|3|1673|1|5.5|4.785|2.8
317504|0|257|3|429|368.94|197.28
317504|1|1537|2|368|368|121.93
317504|2|1581|2|219|219|72.56
317600|0|1544|2|238|207.06|109.45
317601|0|667|5|190|171|87.37
317601|1|1578|4|219|205.86|72.56
317602|0|1471|2|229|208.39|105.31
317602|1|1391|3|39.99|34.7913|18.39
317602|2|1596|6|12.66|12.66|5.82
317602|3|2453|7|29.99|29.99|15.29
317603|0|1573|2|58.99|58.4001|27.13
317603|1|1415|2|300|270|137.96
317603|2|1590|2|22.89|20.3721|7.58
317603|3|2491|3|24.99|21.4914|12.74
317604|0|1674|3|6.99|6.0813|3.56
317604|1|1543|1|402|402|133.19
317604|2|1363|3|22.99|21.1508|10.57
317604|3|442|3|269.9|269.9|137.6
317604|4|484|4|129|129|65.77
317604|5|1635|4|22.89|22.89|7.58
317604|6|1610|2|289.99|272.5906|96.08
317605|0|1654|3|259.99|226.1913|86.14
317700|0|1441|2|200|196|91.97
317700|1|294|10|299|278.07|152.44
317700|2|1586|6|12.66|12.66|5.82
317701|0|919|2|0.95|0.855|0.48
317701|1|666|3|163|143.44|74.96
317701|2|1596|2|12.66|12.66|5.82
317702|0|516|3|90|81|29.82
317702|1|823|1|27.9|24.831|12.83
317702|2|1556|1|280|263.2|128.76
317703|0|583|1|251|251|83.16
317704|0|1695|10|4.98|4.3326|2.54
317705|0|1699|5|6.88|6.1232|3.16
317705|1|2099|2|257.5|257.5|131.28
317705|2|347|3|586|586|269.48
317705|3|500|2|69|61.41|22.86
317706|0|1793|2|43|38.7|21.92
317706|1|601|3|699|622.11|321.44
317706|2|1389|2|35.99|34.1905|16.55
317706|3|2110|1|1475|1475|488.7
317707|0|1640|7|22.89|19.9143|7.58
317707|1|1219|1|665|611.8|305.81
317707|2|56|10|296|287.12|98.07
317707|3|1115|7|328|328|150.84
317708|0|390|2|1299|1195.08|430.38
317800|0|1429|1|289|289|132.9
317800|1|981|2|188.5|163.995|86.68
317800|2|1456|7|301|261.87|138.42
317801|0|1586|6|12.66|11.6472|5.82
317801|1|1566|1|266|236.74|122.32
317801|2|663|2|248|230.64|82.17
317802|0|435|4|269.95|242.955|137.63
317802|1|1485|1|230|230|105.77
317802|2|359|5|368|368|187.62
317803|0|1622|2|219|216.81|72.56
317804|0|1459|1|256|222.72|117.73
317804|1|1010|1|186.9|186.9|85.95
317805|0|535|3|179|179|82.32
317805|1|437|2|499.9|434.913|254.86
317805|2|1438|1|290|266.8|133.36
317806|0|1638|2|13.89|13.89|6.39
317807|0|1435|2|293|278.35|134.74
317808|0|1469|3|200|200|91.97
317808|1|1593|4|13.89|13.89|6.39
317808|2|53|1|296|296|98.07
317808|3|2511|6|4.06|4.06|2.07
317900|0|1635|1|22.89|22.6611|7.58
317900|1|692|3|248|233.12|82.17
317900|2|1139|1|328|288.64|150.84
317901|0|340|3|819|712.53|376.63
317902|0|415|6|326|293.4|166.2
317902|1|185|3|169|169|55.99
317902|2|1737|6|28|28|14.28
317902|3|1614|6|259.99|233.991|86.14
317903|0|1469|1|200|176|91.97
317903|1|1481|1|229|199.23|105.31
317903|2|1618|5|58.99|52.5011|27.13
317903|3|375|1|699|699|321.44
317904|0|435|7|269.95|269.95|137.63
317905|0|1688|2|8.88|8.88|4.08
318000|0|1816|3|32|29.76|16.31
318000|1|324|2|500|440|229.93
318001|0|2172|2|445|445|204.64
318002|0|1355|1|32.99|28.7013|15.17
318002|1|1513|6|269|247.48|123.7
318003|0|208|1|599|593.01|275.46
318003|1|2504|2|9.99|9.8901|5.09
318003|2|113|1|249.99|249.99|82.83
318004|0|63|1|181|155.66|83.24
318004|1|1686|2|6.99|6.99|3.56
318004|2|405|4|699|643.08|321.44
318005|0|1454|1|199|175.12|91.51
318005|1|1454|5|199|177.11|91.51
318005|2|1420|1|199|181.09|91.51
318006|0|1466|2|290|261|133.36
318007|0|123|1|279.99|246.3912|128.76
318007|1|1432|2|300|258|137.96
318007|2|445|1|559|519.87|257.06
316304|0|418|9|269.95|269.95|137.63
316304|1|366|2|758|674.62|348.58
316304|2|427|1|469|422.1|215.68
316304|3|1619|1|59.99|53.3911|27.59
316304|4|1597|7|57.88|57.88|26.62
316304|5|1634|1|9.99|8.5914|5.09
316305|0|651|2|116|116|53.34
316305|1|1425|4|529|529|175.27
316306|0|280|2|329|329|167.73
316307|0|1617|2|57.99|51.0312|26.67
316307|1|705|1|87|87|44.36
316307|2|929|2|33.99|33.99|17.33
316308|0|1235|3|838|745.82|385.37
316308|1|1671|9|4.99|4.3413|2.54
316308|2|1664|1|8.99|8.0011|4.13
316400|0|2499|1|23.72|22.0596|12.09
316400|1|2059|2|99.99|87.9912|50.98
316400|2|1621|2|12.99|12.99|6.62
316400|3|125|3|143.4|134.796|73.11
316400|4|426|1|499.9|434.913|254.86
316400|5|751|7|11.5|10.005|5.86
316401|0|446|8|219.95|206.753|112.14
316402|0|1644|3|57.88|56.7224|26.62
316402|1|1415|2|300|300|137.96
316402|2|700|6|159|159|73.12
316403|0|1422|1|301|273.91|138.42
316404|0|435|3|269.95|256.4525|137.63
316404|1|451|3|559|491.92|257.06
316404|2|1904|3|899|899|413.42
